#NEEM ice core high resolution water isotope record
#Simplified version of the dataset https://doi.org/10.1594/PANGAEA.925552
#published in 
Depth	age_GICC05	age_GICC05_modelext	age_AICC12	GICC05_MCE	d18	dD	1-sigma_of_run_d18	1-sigma_of_run_dD	accuracy_check_offset_d18	accuracy_check_offset_dD
1875.90	50.537260	-999.990000	-999.990000	2095.000000	-39.658	-311.11	0.03502	0.62922	0.06387	-0.07343
1875.95	50.542260	-999.990000	-999.990000	2095.000000	-41.341	-324.63	0.03502	0.62922	0.06387	-0.07343
1876.00	50.547330	-999.990000	-999.990000	2095.000000	-41.495	-325.46	0.03502	0.62922	0.06387	-0.07343
1876.05	50.551380	-999.990000	-999.990000	2096.000000	-39.791	-310.38	0.03502	0.62922	0.06387	-0.07343
1876.10	50.556500	-999.990000	-999.990000	2096.000000	-38.468	-301.05	0.03502	0.62922	0.06387	-0.07343
1876.15	50.561400	-999.990000	-999.990000	2096.000000	-38.717	-302.56	0.03502	0.62922	0.06387	-0.07343
1876.20	50.567100	-999.990000	-999.990000	2096.000000	-41.317	-324.38	0.03502	0.62922	0.06387	-0.07343
1876.25	50.572490	-999.990000	-999.990000	2096.000000	-39.856	-312.93	0.03502	0.62922	0.06387	-0.07343
1876.30	50.577430	-999.990000	-999.990000	2096.000000	-41.215	-325.02	0.03502	0.62922	0.06387	-0.07343
1876.35	50.581380	-999.990000	-999.990000	2097.000000	-42.010	-330.53	0.03502	0.62922	0.06387	-0.07343
1876.40	50.587300	-999.990000	-999.990000	2097.000000	-40.918	-321.10	0.03502	0.62922	0.06387	-0.07343
1876.45	50.592540	-999.990000	-999.990000	2097.000000	-42.157	-332.32	0.03502	0.62922	0.06387	-0.07343
1876.50	50.597340	-999.990000	-999.990000	2097.000000	-41.031	-322.99	0.03502	0.62922	0.06387	-0.07343
1876.55	50.602790	-999.990000	-999.990000	2097.000000	-40.604	-319.56	0.03502	0.62922	0.06387	-0.07343
1876.60	50.608010	-999.990000	-999.990000	2098.000000	-39.984	-314.94	0.03502	0.62922	0.06387	-0.07343
1876.65	50.613370	-999.990000	-999.990000	2098.000000	-40.465	-317.16	0.03502	0.62922	0.06387	-0.07343
1876.70	50.618850	-999.990000	-999.990000	2098.000000	-40.935	-321.65	0.03502	0.62922	0.06387	-0.07343
1876.75	50.624600	-999.990000	-999.990000	2098.000000	-39.807	-312.19	0.03502	0.62922	0.06387	-0.07343
1876.80	50.629650	-999.990000	-999.990000	2098.000000	-41.828	-328.47	0.03502	0.62922	0.06387	-0.07343
1876.85	50.635660	-999.990000	-999.990000	2098.000000	-39.843	-313.41	0.03502	0.62922	0.06387	-0.07343
1876.90	50.641230	-999.990000	-999.990000	2099.000000	-40.153	-316.62	0.03502	0.62922	0.06387	-0.07343
1876.95	50.646780	-999.990000	-999.990000	2099.000000	-41.015	-322.94	0.03502	0.62922	0.06387	-0.07343
1877.00	50.653130	-999.990000	-999.990000	2099.000000	-40.403	-317.59	0.03502	0.62922	0.06387	-0.07343
1877.05	50.657980	-999.990000	-999.990000	2099.000000	-38.040	-296.13	0.03502	0.62922	0.06387	-0.07343
1877.10	50.663430	-999.990000	-999.990000	2099.000000	-38.680	-302.57	0.03502	0.62922	0.06387	-0.07343
1877.15	50.668890	-999.990000	-999.990000	2099.000000	-39.815	-312.65	0.03502	0.62922	0.06387	-0.07343
1877.20	50.673400	-999.990000	-999.990000	2099.000000	-37.826	-296.18	0.03502	0.62922	0.06387	-0.07343
1877.25	50.678810	-999.990000	-999.990000	2099.000000	-39.274	-308.90	0.03502	0.62922	0.06387	-0.07343
1877.30	50.683700	-999.990000	-999.990000	2099.000000	-39.912	-314.88	0.03502	0.62922	0.06387	-0.07343
1877.35	50.689370	-999.990000	-999.990000	2099.000000	-39.532	-310.73	0.03502	0.62922	0.06387	-0.07343
1877.40	50.694200	-999.990000	-999.990000	2099.000000	-37.873	-299.12	0.03502	0.62922	0.06387	-0.07343
1877.45	50.699150	-999.990000	-999.990000	2099.000000	-38.113	-299.22	0.03502	0.62922	0.06387	-0.07343
1877.50	50.704490	-999.990000	-999.990000	2099.000000	-38.890	-305.85	0.03502	0.62922	0.06387	-0.07343
1877.55	50.710260	-999.990000	-999.990000	2099.000000	-38.916	-306.85	0.03502	0.62922	0.06387	-0.07343
1877.60	50.715330	-999.990000	-999.990000	2099.000000	-39.962	-314.30	0.03502	0.62922	0.06387	-0.07343
1877.65	50.720160	-999.990000	-999.990000	2099.000000	-40.698	-320.06	0.03502	0.62922	0.06387	-0.07343
1877.70	50.726110	-999.990000	-999.990000	2100.000000	-40.439	-317.77	0.03502	0.62922	0.06387	-0.07343
1877.75	50.731110	-999.990000	-999.990000	2100.000000	-40.649	-317.60	0.03502	0.62922	0.06387	-0.07343
1877.80	50.736120	-999.990000	-999.990000	2100.000000	-39.727	-309.98	0.03502	0.62922	0.06387	-0.07343
1877.85	50.742600	-999.990000	-999.990000	2100.000000	-41.174	-322.69	0.03502	0.62922	0.06387	-0.07343
1877.90	50.748010	-999.990000	-999.990000	2100.000000	-43.776	-343.10	0.03502	0.62922	0.06387	-0.07343
1877.95	50.753810	-999.990000	-999.990000	2100.000000	-40.129	-316.02	0.03502	0.62922	0.06387	-0.07343
1878.00	50.760030	-999.990000	-999.990000	2101.000000	-40.304	-317.08	0.03502	0.62922	0.06387	-0.07343
1878.05	50.766030	-999.990000	-999.990000	2101.000000	-40.524	-318.16	0.03502	0.62922	0.06387	-0.07343
1878.10	50.770030	-999.990000	-999.990000	2101.000000	-41.379	-324.05	0.03502	0.62922	0.06387	-0.07343
1878.15	50.774990	-999.990000	-999.990000	2101.000000	-42.119	-330.39	0.03502	0.62922	0.06387	-0.07343
1878.20	50.779000	-999.990000	-999.990000	2101.000000	-41.721	-326.31	0.03502	0.62922	0.06387	-0.07343
1878.25	50.784820	-999.990000	-999.990000	2101.000000	-41.430	-323.12	0.12767	0.51624	0.12578	0.12736
1878.30	50.790170	-999.990000	-999.990000	2102.000000	-41.197	-319.99	0.12767	0.51624	0.12578	0.12736
1878.35	50.796270	-999.990000	-999.990000	2102.000000	-42.039	-328.32	0.12767	0.51624	0.12578	0.12736
1878.40	50.802470	-999.990000	-999.990000	2102.000000	-43.361	-337.97	0.12767	0.51624	0.12578	0.12736
1878.45	50.808170	-999.990000	-999.990000	2102.000000	-41.135	-320.33	0.12767	0.51624	0.12578	0.12736
1878.50	50.813400	-999.990000	-999.990000	2102.000000	-40.558	-317.06	0.12767	0.51624	0.12578	0.12736
1878.55	50.818740	-999.990000	-999.990000	2103.000000	-41.087	-322.16	0.12767	0.51624	0.12578	0.12736
1878.60	50.824350	-999.990000	-999.990000	2103.000000	-40.470	-315.28	0.12767	0.51624	0.12578	0.12736
1878.65	50.829150	-999.990000	-999.990000	2103.000000	-40.976	-319.14	0.12767	0.51624	0.12578	0.12736
1878.70	50.834470	-999.990000	-999.990000	2103.000000	-39.692	-307.98	0.12767	0.51624	0.12578	0.12736
1878.75	50.840750	-999.990000	-999.990000	2103.000000	-40.477	-314.51	0.12767	0.51624	0.12578	0.12736
1878.80	50.846950	-999.990000	-999.990000	2103.000000	-41.263	-321.05	0.12767	0.51624	0.12578	0.12736
1878.85	50.852070	-999.990000	-999.990000	2104.000000	-39.162	-304.90	0.12767	0.51624	0.12578	0.12736
1878.90	50.857680	-999.990000	-999.990000	2104.000000	-41.223	-320.46	0.12767	0.51624	0.12578	0.12736
1878.95	50.863870	-999.990000	-999.990000	2104.000000	-41.378	-323.23	0.12767	0.51624	0.12578	0.12736
1879.00	50.869160	-999.990000	-999.990000	2104.000000	-40.175	-313.08	0.12767	0.51624	0.12578	0.12736
1879.05	50.874190	-999.990000	-999.990000	2104.000000	-39.791	-310.90	0.12767	0.51624	0.12578	0.12736
1879.10	50.879650	-999.990000	-999.990000	2105.000000	-40.056	-313.49	0.12767	0.51624	0.12578	0.12736
1879.15	50.884920	-999.990000	-999.990000	2105.000000	-41.215	-320.67	0.12767	0.51624	0.12578	0.12736
1879.20	50.890540	-999.990000	-999.990000	2105.000000	-38.947	-303.11	0.12767	0.51624	0.12578	0.12736
1879.25	50.895960	-999.990000	-999.990000	2105.000000	-40.142	-313.59	0.12767	0.51624	0.12578	0.12736
1879.30	50.902160	-999.990000	-999.990000	2105.000000	-39.758	-309.72	0.12767	0.51624	0.12578	0.12736
1879.35	50.906070	-999.990000	-999.990000	2106.000000	-41.259	-323.11	0.12767	0.51624	0.12578	0.12736
1879.40	50.910980	-999.990000	-999.990000	2106.000000	-39.667	-309.76	0.12767	0.51624	0.12578	0.12736
1879.45	50.917360	-999.990000	-999.990000	2106.000000	-39.548	-308.92	0.12767	0.51624	0.12578	0.12736
1879.50	50.922460	-999.990000	-999.990000	2107.000000	-40.583	-314.65	0.12767	0.51624	0.12578	0.12736
1879.55	50.928130	-999.990000	-999.990000	2107.000000	-37.966	-295.56	0.12767	0.51624	0.12578	0.12736
1879.60	50.933020	-999.990000	-999.990000	2107.000000	-37.701	-293.25	0.12767	0.51624	0.12578	0.12736
1879.65	50.938300	-999.990000	-999.990000	2108.000000	-39.024	-304.82	0.12767	0.51624	0.12578	0.12736
1879.70	50.943360	-999.990000	-999.990000	2108.000000	-40.289	-315.80	0.12767	0.51624	0.12578	0.12736
1879.75	50.949740	-999.990000	-999.990000	2108.000000	-40.506	-317.63	0.12767	0.51624	0.12578	0.12736
1879.80	50.955590	-999.990000	-999.990000	2109.000000	-40.951	-319.53	0.12767	0.51624	0.12578	0.12736
1879.85	50.961060	-999.990000	-999.990000	2109.000000	-39.186	-306.96	0.12767	0.51624	0.12578	0.12736
1879.90	50.965350	-999.990000	-999.990000	2110.000000	-40.677	-317.85	0.12767	0.51624	0.12578	0.12736
1879.95	50.970840	-999.990000	-999.990000	2110.000000	-41.320	-322.33	0.12767	0.51624	0.12578	0.12736
1880.00	50.977280	-999.990000	-999.990000	2110.000000	-39.907	-311.72	0.12767	0.51624	0.12578	0.12736
1880.05	50.982460	-999.990000	-999.990000	2110.000000	-39.911	-311.76	0.12767	0.51624	0.12578	0.12736
1880.10	50.987820	-999.990000	-999.990000	2111.000000	-40.686	-317.49	0.12767	0.51624	0.12578	0.12736
1880.15	50.993640	-999.990000	-999.990000	2111.000000	-39.319	-308.42	0.12767	0.51624	0.12578	0.12736
1880.20	50.998630	-999.990000	-999.990000	2111.000000	-40.972	-320.67	0.12767	0.51624	0.12578	0.12736
1880.25	51.004560	-999.990000	-999.990000	2111.000000	-41.539	-324.61	0.12767	0.51624	0.12578	0.12736
1880.30	51.010080	-999.990000	-999.990000	2112.000000	-42.016	-329.27	0.12767	0.51624	0.12578	0.12736
1880.35	51.015040	-999.990000	-999.990000	2112.000000	-40.320	-315.07	0.12767	0.51624	0.12578	0.12736
1880.40	51.020600	-999.990000	-999.990000	2112.000000	-39.546	-308.90	0.12767	0.51624	0.12578	0.12736
1880.45	51.026700	-999.990000	-999.990000	2112.000000	-42.296	-331.58	0.11771	0.66214	0.02658	0.38914
1880.50	51.031960	-999.990000	-999.990000	2113.000000	-40.201	-314.61	0.11771	0.66214	0.02658	0.38914
1880.55	51.036860	-999.990000	-999.990000	2113.000000	-40.932	-321.27	0.11771	0.66214	0.02658	0.38914
1880.60	51.042970	-999.990000	-999.990000	2113.000000	-42.927	-335.91	0.11771	0.66214	0.02658	0.38914
1880.65	51.048170	-999.990000	-999.990000	2114.000000	-43.417	-340.95	0.11771	0.66214	0.02658	0.38914
1880.70	51.053310	-999.990000	-999.990000	2114.000000	-41.499	-324.24	0.11771	0.66214	0.02658	0.38914
1880.75	51.058990	-999.990000	-999.990000	2114.000000	-40.928	-320.68	0.11771	0.66214	0.02658	0.38914
1880.80	51.063760	-999.990000	-999.990000	2114.000000	-38.921	-304.88	0.11771	0.66214	0.02658	0.38914
1880.85	51.068550	-999.990000	-999.990000	2115.000000	-40.053	-313.09	0.11771	0.66214	0.02658	0.38914
1880.90	51.073830	-999.990000	-999.990000	2115.000000	-41.185	-321.29	0.11771	0.66214	0.02658	0.38914
1880.95	51.077880	-999.990000	-999.990000	2115.000000	-40.607	-317.05	0.11771	0.66214	0.02658	0.38914
1881.00	51.082720	-999.990000	-999.990000	2115.000000	-40.558	-316.31	0.11771	0.66214	0.02658	0.38914
1881.05	51.088080	-999.990000	-999.990000	2116.000000	-38.765	-299.70	0.11771	0.66214	0.02658	0.38914
1881.10	51.093180	-999.990000	-999.990000	2116.000000	-40.664	-316.71	0.11771	0.66214	0.02658	0.38914
1881.15	51.098610	-999.990000	-999.990000	2116.000000	-42.171	-329.01	0.11771	0.66214	0.02658	0.38914
1881.20	51.104590	-999.990000	-999.990000	2116.000000	-40.009	-312.39	0.11771	0.66214	0.02658	0.38914
1881.25	51.111840	-999.990000	-999.990000	2116.000000	-41.304	-321.94	0.11771	0.66214	0.02658	0.38914
1881.30	51.117590	-999.990000	-999.990000	2117.000000	-41.244	-321.99	0.11771	0.66214	0.02658	0.38914
1881.35	51.123180	-999.990000	-999.990000	2117.000000	-41.795	-325.76	0.11771	0.66214	0.02658	0.38914
1881.40	51.128240	-999.990000	-999.990000	2117.000000	-41.484	-321.90	0.11771	0.66214	0.02658	0.38914
1881.45	51.134770	-999.990000	-999.990000	2117.000000	-40.444	-314.80	0.11771	0.66214	0.02658	0.38914
1881.50	51.139900	-999.990000	-999.990000	2117.000000	-37.125	-289.17	0.11771	0.66214	0.02658	0.38914
1881.55	51.144050	-999.990000	-999.990000	2118.000000	-40.478	-315.03	0.11771	0.66214	0.02658	0.38914
1881.60	51.149160	-999.990000	-999.990000	2118.000000	-39.561	-309.34	0.11771	0.66214	0.02658	0.38914
1881.65	51.154690	-999.990000	-999.990000	2118.000000	-40.640	-317.47	0.11771	0.66214	0.02658	0.38914
1881.70	51.160860	-999.990000	-999.990000	2118.000000	-41.051	-321.50	0.11771	0.66214	0.02658	0.38914
1881.75	51.166180	-999.990000	-999.990000	2119.000000	-42.221	-330.51	0.11771	0.66214	0.02658	0.38914
1881.80	51.171520	-999.990000	-999.990000	2119.000000	-38.856	-303.43	0.11771	0.66214	0.02658	0.38914
1881.85	51.177170	-999.990000	-999.990000	2119.000000	-41.326	-323.14	0.11771	0.66214	0.02658	0.38914
1881.90	51.182290	-999.990000	-999.990000	2119.000000	-40.642	-318.21	0.11771	0.66214	0.02658	0.38914
1881.95	51.187470	-999.990000	-999.990000	2120.000000	-41.155	-321.63	0.11771	0.66214	0.02658	0.38914
1882.00	51.193630	-999.990000	-999.990000	2120.000000	-38.643	-301.43	0.11771	0.66214	0.02658	0.38914
1882.05	51.198590	-999.990000	-999.990000	2120.000000	-40.141	-312.73	0.11771	0.66214	0.02658	0.38914
1882.10	51.204160	-999.990000	-999.990000	2121.000000	-40.537	-315.56	0.11771	0.66214	0.02658	0.38914
1882.15	51.210210	-999.990000	-999.990000	2121.000000	-40.670	-317.45	0.11771	0.66214	0.02658	0.38914
1882.20	51.215690	-999.990000	-999.990000	2121.000000	-40.877	-318.72	0.11771	0.66214	0.02658	0.38914
1882.25	51.220570	-999.990000	-999.990000	2121.000000	-39.494	-307.34	0.11771	0.66214	0.02658	0.38914
1882.30	51.226860	-999.990000	-999.990000	2122.000000	-41.395	-321.52	0.11771	0.66214	0.02658	0.38914
1882.35	51.232610	-999.990000	-999.990000	2122.000000	-40.991	-319.43	0.11771	0.66214	0.02658	0.38914
1882.40	51.239060	-999.990000	-999.990000	2122.000000	-40.781	-316.97	0.11771	0.66214	0.02658	0.38914
1882.45	51.244550	-999.990000	-999.990000	2122.000000	-40.942	-319.45	0.11771	0.66214	0.02658	0.38914
1882.50	51.250060	-999.990000	-999.990000	2123.000000	-39.575	-307.20	0.11771	0.66214	0.02658	0.38914
1882.55	51.254920	-999.990000	-999.990000	2123.000000	-39.181	-305.01	0.11771	0.66214	0.02658	0.38914
1882.60	51.259740	-999.990000	-999.990000	2123.000000	-40.134	-312.42	0.11771	0.66214	0.02658	0.38914
1882.65	51.265480	-999.990000	-999.990000	2124.000000	-40.827	-319.87	0.11771	0.66214	0.02658	0.38914
1882.70	51.270600	-999.990000	-999.990000	2124.000000	-41.114	-320.12	0.11771	0.66214	0.02658	0.38914
1882.75	51.276690	-999.990000	-999.990000	2124.000000	-39.811	-309.29	0.11771	0.66214	0.02658	0.38914
1882.80	51.282900	-999.990000	-999.990000	2124.000000	-41.856	-326.79	0.11771	0.66214	0.02658	0.38914
1882.85	51.288490	-999.990000	-999.990000	2125.000000	-39.761	-308.79	0.11771	0.66214	0.02658	0.38914
1882.90	51.294370	-999.990000	-999.990000	2125.000000	-38.113	-294.99	0.11771	0.66214	0.02658	0.38914
1882.95	51.299550	-999.990000	-999.990000	2125.000000	-39.709	-308.12	0.11771	0.66214	0.02658	0.38914
1883.00	51.304630	-999.990000	-999.990000	2125.000000	-40.181	-312.82	0.11771	0.66214	0.02658	0.38914
1883.05	51.310840	-999.990000	-999.990000	2126.000000	-42.926	-334.99	0.11771	0.66214	0.02658	0.38914
1883.10	51.315650	-999.990000	-999.990000	2126.000000	-40.077	-312.01	0.11771	0.66214	0.02658	0.38914
1883.15	51.322070	-999.990000	-999.990000	2126.000000	-41.066	-321.19	0.11771	0.66214	0.02658	0.38914
1883.20	51.327950	-999.990000	-999.990000	2126.000000	-40.795	-319.08	0.10362	0.38660	0.06593	-0.15544
1883.25	51.332900	-999.990000	-999.990000	2127.000000	-40.456	-315.26	0.10362	0.38660	0.06593	-0.15544
1883.30	51.338300	-999.990000	-999.990000	2127.000000	-38.866	-301.92	0.10362	0.38660	0.06593	-0.15544
1883.35	51.343750	-999.990000	-999.990000	2127.000000	-40.068	-312.62	0.10362	0.38660	0.06593	-0.15544
1883.40	51.348940	-999.990000	-999.990000	2128.000000	-41.168	-320.24	0.10362	0.38660	0.06593	-0.15544
1883.45	51.353420	-999.990000	-999.990000	2128.000000	-41.617	-323.39	0.10362	0.38660	0.06593	-0.15544
1883.50	51.359460	-999.990000	-999.990000	2128.000000	-39.437	-308.60	0.10362	0.38660	0.06593	-0.15544
1883.55	51.364810	-999.990000	-999.990000	2128.000000	-39.239	-305.27	0.10362	0.38660	0.06593	-0.15544
1883.60	51.369810	-999.990000	-999.990000	2129.000000	-40.547	-317.61	0.10362	0.38660	0.06593	-0.15544
1883.65	51.374780	-999.990000	-999.990000	2129.000000	-39.762	-310.01	0.10362	0.38660	0.06593	-0.15544
1883.70	51.380650	-999.990000	-999.990000	2129.000000	-40.936	-320.52	0.10362	0.38660	0.06593	-0.15544
1883.75	51.386430	-999.990000	-999.990000	2130.000000	-41.901	-327.95	0.10362	0.38660	0.06593	-0.15544
1883.80	51.391880	-999.990000	-999.990000	2130.000000	-41.538	-326.58	0.10362	0.38660	0.06593	-0.15544
1883.85	51.397200	-999.990000	-999.990000	2130.000000	-40.004	-315.04	0.10362	0.38660	0.06593	-0.15544
1883.90	51.402950	-999.990000	-999.990000	2131.000000	-41.454	-325.00	0.10362	0.38660	0.06593	-0.15544
1883.95	51.408430	-999.990000	-999.990000	2131.000000	-38.976	-303.74	0.10362	0.38660	0.06593	-0.15544
1884.00	51.415390	-999.990000	-999.990000	2131.000000	-41.503	-324.65	0.10362	0.38660	0.06593	-0.15544
1884.05	51.421360	-999.990000	-999.990000	2132.000000	-40.026	-313.23	0.10362	0.38660	0.06593	-0.15544
1884.10	51.426770	-999.990000	-999.990000	2132.000000	-40.970	-321.24	0.10362	0.38660	0.06593	-0.15544
1884.15	51.431770	-999.990000	-999.990000	2132.000000	-42.349	-333.90	0.10362	0.38660	0.06593	-0.15544
1884.20	51.437960	-999.990000	-999.990000	2133.000000	-39.717	-312.63	0.10362	0.38660	0.06593	-0.15544
1884.25	51.443200	-999.990000	-999.990000	2133.000000	-39.932	-311.93	0.10362	0.38660	0.06593	-0.15544
1884.30	51.448870	-999.990000	-999.990000	2133.000000	-41.350	-324.10	0.10362	0.38660	0.06593	-0.15544
1884.35	51.454970	-999.990000	-999.990000	2134.000000	-41.416	-325.83	0.10362	0.38660	0.06593	-0.15544
1884.40	51.461510	-999.990000	-999.990000	2134.000000	-40.011	-313.48	0.10362	0.38660	0.06593	-0.15544
1884.45	51.466530	-999.990000	-999.990000	2134.000000	-40.527	-318.45	0.10362	0.38660	0.06593	-0.15544
1884.50	51.471600	-999.990000	-999.990000	2135.000000	-40.806	-320.37	0.10362	0.38660	0.06593	-0.15544
1884.55	51.478570	-999.990000	-999.990000	2135.000000	-41.935	-328.04	0.10362	0.38660	0.06593	-0.15544
1884.60	51.484860	-999.990000	-999.990000	2135.000000	-39.042	-306.19	0.10362	0.38660	0.06593	-0.15544
1884.65	51.492050	-999.990000	-999.990000	2135.000000	-39.223	-308.09	0.10362	0.38660	0.06593	-0.15544
1884.70	51.498430	-999.990000	-999.990000	2136.000000	-40.951	-321.56	0.10362	0.38660	0.06593	-0.15544
1884.75	51.504290	-999.990000	-999.990000	2136.000000	-38.657	-302.82	0.10362	0.38660	0.06593	-0.15544
1884.80	51.510430	-999.990000	-999.990000	2136.000000	-40.933	-321.77	0.10362	0.38660	0.06593	-0.15544
1884.85	51.515970	-999.990000	-999.990000	2136.000000	-41.447	-325.44	0.10362	0.38660	0.06593	-0.15544
1884.90	51.522490	-999.990000	-999.990000	2137.000000	-40.069	-315.99	0.10362	0.38660	0.06593	-0.15544
1884.95	51.528020	-999.990000	-999.990000	2137.000000	-41.373	-326.40	0.10362	0.38660	0.06593	-0.15544
1885.00	51.533540	-999.990000	-999.990000	2137.000000	-41.814	-328.00	0.10362	0.38660	0.06593	-0.15544
1885.05	51.538470	-999.990000	-999.990000	2138.000000	-40.296	-316.90	0.10362	0.38660	0.06593	-0.15544
1885.10	51.543790	-999.990000	-999.990000	2138.000000	-40.694	-318.38	0.10362	0.38660	0.06593	-0.15544
1885.15	51.549280	-999.990000	-999.990000	2138.000000	-40.379	-314.99	0.10362	0.38660	0.06593	-0.15544
1885.20	51.554480	-999.990000	-999.990000	2138.000000	-38.037	-298.14	0.10362	0.38660	0.06593	-0.15544
1885.25	51.559980	-999.990000	-999.990000	2139.000000	-38.727	-302.29	0.10362	0.38660	0.06593	-0.15544
1885.30	51.564920	-999.990000	-999.990000	2139.000000	-40.810	-320.29	0.10362	0.38660	0.06593	-0.15544
1885.35	51.569700	-999.990000	-999.990000	2139.000000	-41.224	-325.32	0.10362	0.38660	0.06593	-0.15544
1885.40	51.575080	-999.990000	-999.990000	2140.000000	-41.144	-323.05	0.10362	0.38660	0.06593	-0.15544
1885.45	51.579770	-999.990000	-999.990000	2140.000000	-40.870	-322.36	0.10362	0.38660	0.06593	-0.15544
1885.50	51.585090	-999.990000	-999.990000	2140.000000	-40.700	-320.15	0.10362	0.38660	0.06593	-0.15544
1885.55	51.590840	-999.990000	-999.990000	2140.000000	-39.464	-309.39	0.10362	0.38660	0.06593	-0.15544
1885.60	51.596300	-999.990000	-999.990000	2141.000000	-42.078	-330.53	0.10362	0.38660	0.06593	-0.15544
1885.65	51.600610	-999.990000	-999.990000	2141.000000	-41.679	-328.41	0.10362	0.38660	0.06593	-0.15544
1885.70	51.605890	-999.990000	-999.990000	2141.000000	-41.801	-327.64	0.10362	0.38660	0.06593	-0.15544
1885.75	51.612150	-999.990000	-999.990000	2141.000000	-40.752	-319.69	0.10362	0.38660	0.06593	-0.15544
1885.80	51.617670	-999.990000	-999.990000	2142.000000	-39.983	-314.40	0.10362	0.38660	0.06593	-0.15544
1885.85	51.623500	-999.990000	-999.990000	2142.000000	-39.810	-311.04	0.10362	0.38660	0.06593	-0.15544
1885.90	51.629130	-999.990000	-999.990000	2142.000000	-39.665	-311.18	0.10362	0.38660	0.06593	-0.15544
1885.95	51.635130	-999.990000	-999.990000	2143.000000	-38.237	-299.79	0.10412	0.56515	0.09163	0.14559
1886.00	51.640460	-999.990000	-999.990000	2143.000000	-39.183	-307.26	0.10412	0.56515	0.09163	0.14559
1886.05	51.645850	-999.990000	-999.990000	2143.000000	-40.185	-317.01	0.10412	0.56515	0.09163	0.14559
1886.10	51.651400	-999.990000	-999.990000	2144.000000	-40.530	-317.30	0.10412	0.56515	0.09163	0.14559
1886.15	51.657230	-999.990000	-999.990000	2144.000000	-40.207	-317.81	0.10412	0.56515	0.09163	0.14559
1886.20	51.662440	-999.990000	-999.990000	2145.000000	-39.007	-308.37	0.10412	0.56515	0.09163	0.14559
1886.25	51.668310	-999.990000	-999.990000	2145.000000	-37.614	-293.77	0.10412	0.56515	0.09163	0.14559
1886.30	51.674550	-999.990000	-999.990000	2146.000000	-37.633	-293.67	0.10412	0.56515	0.09163	0.14559
1886.35	51.679550	-999.990000	-999.990000	2146.000000	-38.410	-303.32	0.10412	0.56515	0.09163	0.14559
1886.40	51.683960	-999.990000	-999.990000	2147.000000	-38.974	-304.75	0.10412	0.56515	0.09163	0.14559
1886.45	51.688850	-999.990000	-999.990000	2147.000000	-39.211	-306.22	0.10412	0.56515	0.09163	0.14559
1886.50	51.694900	-999.990000	-999.990000	2147.000000	-39.515	-307.64	0.10412	0.56515	0.09163	0.14559
1886.55	51.701200	-999.990000	-999.990000	2148.000000	-37.765	-294.37	0.10412	0.56515	0.09163	0.14559
1886.60	51.707660	-999.990000	-999.990000	2148.000000	-38.380	-300.09	0.10412	0.56515	0.09163	0.14559
1886.65	51.713030	-999.990000	-999.990000	2149.000000	-39.833	-312.97	0.10412	0.56515	0.09163	0.14559
1886.70	51.719270	-999.990000	-999.990000	2149.000000	-37.607	-294.37	0.10412	0.56515	0.09163	0.14559
1886.75	51.725130	-999.990000	-999.990000	2149.000000	-37.370	-292.05	0.10412	0.56515	0.09163	0.14559
1886.80	51.731000	-999.990000	-999.990000	2150.000000	-39.518	-309.13	0.10412	0.56515	0.09163	0.14559
1886.85	51.736730	-999.990000	-999.990000	2150.000000	-38.412	-301.17	0.10412	0.56515	0.09163	0.14559
1886.90	51.742090	-999.990000	-999.990000	2150.000000	-36.845	-287.93	0.10412	0.56515	0.09163	0.14559
1886.95	51.747520	-999.990000	-999.990000	2151.000000	-38.884	-304.09	0.10412	0.56515	0.09163	0.14559
1887.00	51.753660	-999.990000	-999.990000	2151.000000	-38.071	-295.48	0.10412	0.56515	0.09163	0.14559
1887.05	51.758810	-999.990000	-999.990000	2151.000000	-38.574	-302.40	0.10412	0.56515	0.09163	0.14559
1887.10	51.765160	-999.990000	-999.990000	2152.000000	-37.436	-292.55	0.10412	0.56515	0.09163	0.14559
1887.15	51.770170	-999.990000	-999.990000	2153.000000	-38.073	-298.71	0.10412	0.56515	0.09163	0.14559
1887.20	51.776080	-999.990000	-999.990000	2153.000000	-39.140	-305.52	0.10412	0.56515	0.09163	0.14559
1887.25	51.781660	-999.990000	-999.990000	2154.000000	-42.109	-329.12	0.10412	0.56515	0.09163	0.14559
1887.30	51.788150	-999.990000	-999.990000	2154.000000	-40.903	-320.48	0.10412	0.56515	0.09163	0.14559
1887.35	51.793230	-999.990000	-999.990000	2155.000000	-38.673	-302.81	0.10412	0.56515	0.09163	0.14559
1887.40	51.798460	-999.990000	-999.990000	2155.000000	-40.027	-313.36	0.10412	0.56515	0.09163	0.14559
1887.45	51.804310	-999.990000	-999.990000	2156.000000	-39.223	-309.51	0.10412	0.56515	0.09163	0.14559
1887.50	51.809840	-999.990000	-999.990000	2156.000000	-38.908	-304.99	0.10412	0.56515	0.09163	0.14559
1887.55	51.815300	-999.990000	-999.990000	2157.000000	-39.012	-305.69	0.10412	0.56515	0.09163	0.14559
1887.60	51.820680	-999.990000	-999.990000	2157.000000	-38.990	-306.58	0.10412	0.56515	0.09163	0.14559
1887.65	51.826300	-999.990000	-999.990000	2158.000000	-37.798	-295.51	0.10412	0.56515	0.09163	0.14559
1887.70	51.832170	-999.990000	-999.990000	2158.000000	-40.051	-312.88	0.10412	0.56515	0.09163	0.14559
