Age_GICC05+GICC05ext	d18	dD
63.841000	-44.983	-348.54
63.861000	-43.883	-342.42
63.881000	-42.642	-334.15
63.901000	-42.665	-332.99
63.921000	-38.729	-302.58
63.941000	-40.094	-314.96
63.961000	-40.125	-313.94
63.981000	-40.186	-314.59
64.001000	-38.905	-305.13
64.021000	-39.437	-310.08
64.041000	-40.758	-319.48
64.061000	-39.500	-310.62
64.081000	-41.788	-327.64
64.101000	-42.792	-334.93
64.121000	-42.227	-330.82
64.141000	-43.402	-340.90
64.161000	-44.255	-347.03
64.181000	-44.140	-344.76
64.201000	-43.558	-341.21
64.221000	-44.848	-350.84
64.241000	-45.415	-354.97
64.261000	-45.271	-354.32
64.281000	-44.301	-346.41
64.301000	-43.826	-342.97
64.321000	-44.895	-350.37
64.341000	-45.766	-357.22
64.361000	-46.396	-362.19
64.381000	-46.070	-359.23
64.401000	-44.103	-343.66
64.421000	-43.806	-341.17
64.441000	-43.795	-340.26
64.461000	-44.256	-344.47
64.481000	-43.119	-334.82
64.501000	-44.844	-349.13
64.521000	-46.216	-359.21
64.541000	-47.082	-366.45
64.561000	-47.894	-373.26
64.581000	-45.761	-356.20
64.601000	-46.718	-363.67
64.621000	-46.802	-364.25
64.641000	-44.615	-346.46
64.661000	-42.886	-332.47
64.681000	-45.477	-353.24
64.701000	-44.609	-347.30
64.721000	-45.496	-354.43
64.741000	-45.158	-351.00
64.761000	-45.032	-350.30
64.781000	-45.467	-354.05
64.801000	-46.054	-358.42
64.821000	-45.517	-355.25
64.841000	-45.416	-353.83
64.861000	-44.734	-348.39
64.881000	-45.137	-350.50
64.901000	-44.930	-349.84
64.921000	-42.969	-333.98
64.941000	-44.997	-350.61
64.961000	-43.239	-336.02
64.981000	-44.999	-349.73
65.001000	-45.225	-352.00
65.021000	-44.127	-343.93
65.041000	-45.209	-352.08
65.061000	-44.473	-346.22
65.081000	-45.422	-353.38
65.101000	-46.665	-364.28
65.121000	-45.370	-352.54
65.141000	-42.029	-326.94
65.161000	-43.616	-339.34
65.181000	-44.401	-345.85
65.201000	-43.302	-337.58
65.221000	-44.682	-348.32
65.241000	-43.229	-336.95
65.261000	-43.109	-335.20
65.281000	-44.362	-346.96
65.301000	-44.568	-348.56
65.321000	-45.094	-351.71
65.341000	-45.313	-353.00
65.361000	-45.564	-354.84
65.381000	-43.919	-342.22
65.401000	-46.752	-364.61
65.421000	-45.738	-355.83
65.441000	-46.193	-359.34
65.461000	-43.112	-334.93
65.481000	-45.536	-353.69
65.501000	-45.025	-350.52
65.521000	-46.101	-360.05
65.541000	-45.873	-357.61
65.561000	-45.375	-353.08
65.581000	-45.004	-351.13
65.601000	-45.731	-356.20
65.621000	-44.883	-349.52
65.641000	-45.224	-351.06
65.661000	-45.506	-353.96
65.681000	-45.731	-356.17
65.701000	-45.908	-358.43
65.721000	-44.048	-343.90
65.741000	-44.188	-343.25
65.761000	-45.837	-357.10
65.781000	-45.238	-351.41
65.801000	-43.919	-341.65
65.821000	-43.951	-342.53
65.841000	-45.381	-353.99
65.861000	-45.844	-357.35
65.881000	-45.417	-354.52
65.901000	-44.583	-348.06
65.921000	-44.839	-350.00
65.941000	-44.804	-349.14
65.961000	-44.650	-347.76
65.981000	-44.617	-348.24
66.001000	-45.551	-353.71
66.021000	-45.573	-355.55
66.041000	-44.955	-350.27
66.061000	-44.094	-343.85
66.081000	-44.503	-346.91
66.101000	-45.378	-352.72
66.121000	-44.053	-343.40
66.141000	-44.356	-345.67
66.161000	-45.590	-355.72
66.181000	-43.903	-341.64
66.201000	-45.143	-352.00
66.221000	-45.919	-358.62
66.241000	-45.043	-351.43
66.261000	-43.802	-342.85
66.281000	-44.295	-344.62
66.301000	-44.913	-349.38
66.321000	-43.843	-341.28
66.341000	-44.358	-344.04
66.361000	-43.300	-337.35
66.381000	-44.847	-350.33
66.401000	-44.443	-346.89
66.421000	-44.270	-345.51
66.441000	-44.463	-347.47
66.461000	-44.525	-346.92
66.481000	-43.390	-337.89
66.501000	-43.659	-339.08
66.521000	-44.933	-350.57
66.541000	-45.081	-352.87
66.561000	-45.628	-356.62
66.581000	-43.902	-341.76
66.601000	-43.910	-342.41
66.621000	-45.623	-356.12
66.641000	-45.872	-358.87
66.661000	-44.091	-342.66
66.681000	-44.637	-348.69
66.701000	-44.204	-344.73
66.721000	-46.585	-362.89
66.741000	-43.630	-340.38
66.761000	-44.276	-343.82
66.781000	-44.819	-349.25
66.801000	-44.522	-347.10
66.821000	-43.549	-339.19
66.841000	-45.233	-351.89
66.861000	-45.463	-355.55
66.881000	-45.406	-354.60
66.901000	-44.426	-346.84
66.921000	-44.531	-346.72
66.941000	-45.147	-351.85
66.961000	-45.690	-355.47
66.981000	-45.624	-356.51
67.001000	-44.908	-350.89
67.021000	-43.971	-343.26
67.041000	-41.613	-324.93
67.061000	-42.913	-333.77
67.081000	-45.386	-353.74
67.101000	-43.714	-340.94
67.121000	-47.347	-368.87
67.141000	-44.705	-348.66
67.161000	-44.766	-350.19
67.181000	-45.086	-351.79
67.201000	-44.086	-343.42
67.221000	-45.059	-351.69
67.241000	-45.336	-354.37
67.261000	-45.186	-353.05
67.281000	-44.980	-350.87
67.301000	-47.822	-373.20
67.321000	-45.687	-357.32
67.341000	-45.452	-355.39
67.361000	-43.630	-340.23
67.381000	-44.996	-350.29
67.401000	-44.029	-342.79
67.421000	-42.622	-330.35
67.441000	-44.845	-349.43
67.461000	-44.567	-347.53
67.481000	-43.943	-343.70
67.501000	-43.361	-339.03
67.521000	-44.020	-342.62
67.541000	-44.993	-352.37
67.561000	-45.299	-354.82
67.581000	-45.265	-353.34
67.601000	-44.947	-351.81
67.621000	-44.844	-349.88
67.641000	-44.678	-348.66
67.661000	-44.845	-350.26
67.681000	-44.968	-350.84
67.701000	-43.330	-337.82
67.721000	-45.869	-357.87
67.741000	-45.956	-359.52
67.761000	-45.127	-351.46
67.781000	-44.560	-347.09
67.801000	-44.512	-347.04
67.821000	-44.973	-351.30
67.841000	-45.479	-354.48
67.861000	-45.326	-354.17
67.881000	-46.635	-364.92
67.901000	-45.833	-357.93
67.921000	-43.459	-339.98
67.941000	-43.869	-342.15
67.961000	-44.279	-344.31
67.981000	-45.127	-351.22
68.001000	-44.957	-349.77
68.021000	-44.101	-343.23
68.041000	-43.657	-341.23
68.061000	-45.964	-359.27
68.081000	-46.770	-366.63
68.101000	-44.814	-349.31
68.121000	-44.751	-348.90
68.141000	-44.454	-346.68
68.161000	-43.711	-340.43
68.181000	-45.475	-354.77
68.201000	-46.318	-361.50
68.221000	-45.156	-352.86
68.241000	-44.934	-350.76
68.261000	-44.558	-347.47
68.281000	-45.173	-352.24
68.301000	-45.822	-356.92
68.321000	-44.155	-343.31
68.341000	-45.180	-352.11
68.361000	-46.651	-363.40
68.381000	-44.991	-350.07
68.401000	-45.939	-357.16
68.421000	-45.329	-353.16
68.441000	-45.304	-353.11
68.461000	-45.505	-355.03
68.481000	-44.728	-348.84
68.501000	-45.534	-355.37
68.521000	-46.406	-361.63
68.541000	-45.885	-358.28
68.561000	-46.105	-358.91
68.581000	-45.910	-357.07
68.601000	-45.974	-358.68
68.621000	-45.623	-356.46
68.641000	-45.719	-356.60
68.661000	-45.248	-352.62
68.681000	-46.025	-358.07
68.701000	-45.770	-356.05
68.721000	-46.681	-363.28
68.741000	-45.333	-352.50
68.761000	-44.859	-349.84
68.781000	-43.447	-337.90
68.801000	-45.513	-354.09
68.821000	-46.812	-365.54
68.841000	-45.852	-357.34
68.861000	-43.138	-335.53
68.881000	-44.325	-344.95
68.901000	-44.342	-345.13
68.921000	-44.651	-346.95
68.941000	-44.899	-350.19
68.961000	-46.324	-360.67
68.981000	-45.144	-351.46
69.001000	-42.488	-330.99
69.021000	-44.648	-348.32
69.041000	-45.017	-350.55
69.061000	-44.767	-349.14
69.081000	-44.786	-349.19
69.101000	-43.947	-343.36
69.121000	-43.958	-342.36
69.141000	-45.181	-351.87
69.161000	-45.225	-352.59
69.181000	-44.768	-348.56
69.201000	-46.314	-361.40
69.221000	-46.472	-363.12
69.241000	-46.500	-363.40
69.261000	-45.932	-358.27
69.281000	-45.071	-352.42
69.301000	-45.254	-354.26
69.321000	-45.599	-355.79
69.341000	-44.976	-350.78
69.361000	-43.921	-341.98
69.381000	-44.909	-349.78
69.401000	-44.022	-343.09
69.421000	-42.649	-332.75
69.441000	-41.825	-326.56
69.461000	-40.236	-314.84
69.481000	-39.932	-312.03
69.501000	-40.536	-318.31
69.521000	-40.286	-316.55
69.541000	-39.663	-310.36
69.561000	-39.663	-311.97
69.581000	-41.369	-323.79
69.601000	-42.488	-332.05
69.621000	-43.710	-341.12
69.641000	-44.659	-348.59
69.661000	-43.826	-341.21
69.681000	-44.962	-350.72
69.701000	-45.011	-349.28
69.721000	-45.576	-354.04
69.741000	-45.326	-352.43
69.761000	-45.684	-354.97
69.781000	-45.680	-354.85
69.801000	-46.004	-357.11
69.821000	-45.935	-356.65
69.841000	-46.472	-360.91
69.861000	-47.017	-365.12
69.881000	-46.224	-358.73
69.901000	-45.626	-354.27
69.921000	-45.471	-353.41
69.941000	-45.345	-351.67
69.961000	-46.061	-356.93
69.981000	-46.326	-358.89
70.001000	-47.256	-366.32
70.021000	-46.909	-363.56
70.041000	-46.943	-363.79
70.061000	-46.134	-358.28
70.081000	-47.621	-369.31
70.101000	-46.335	-359.51
70.121000	-45.113	-350.14
70.141000	-47.145	-366.21
70.161000	-47.453	-369.43
70.181000	-46.165	-359.18
70.201000	-45.594	-354.95
70.221000	-46.143	-358.76
70.241000	-45.371	-352.48
70.261000	-45.753	-354.97
70.281000	-46.586	-361.00
70.301000	-47.185	-365.82
70.321000	-46.017	-357.54
70.341000	-45.174	-350.76
70.361000	-45.417	-352.20
70.381000	-45.637	-355.16
70.401000	-44.553	-345.30
70.421000	-45.623	-354.57
70.441000	-44.477	-344.95
70.461000	-44.595	-346.21
70.481000	-44.408	-344.53
70.501000	-44.174	-342.48
70.521000	-43.180	-335.08
70.541000	-42.621	-330.12
70.561000	-43.842	-339.68
70.581000	-43.807	-341.69
70.601000	-42.579	-331.86
70.621000	-43.513	-340.43
70.641000	-43.276	-338.22
70.661000	-42.823	-334.70
70.681000	-43.617	-339.83
70.701000	-42.543	-331.13
70.721000	-43.745	-340.36
70.741000	-42.605	-332.44
70.761000	-43.086	-336.32
70.781000	-42.684	-332.97
70.801000	-43.053	-335.18
70.821000	-43.754	-342.06
70.841000	-43.555	-340.02
70.861000	-43.744	-340.90
70.881000	-43.795	-340.89
70.901000	-44.120	-344.93
70.921000	-41.945	-328.20
70.941000	-41.816	-326.24
70.961000	-40.727	-319.44
70.981000	-40.524	-316.28
71.001000	-42.265	-330.66
71.021000	-40.530	-316.17
71.041000	-40.441	-316.52
71.061000	-40.627	-317.36
71.081000	-39.799	-310.75
71.101000	-41.220	-322.66
71.121000	-41.395	-323.85
71.141000	-39.314	-306.80
71.161000	-40.170	-314.87
71.181000	-40.714	-318.91
71.201000	-41.387	-324.67
71.221000	-41.926	-328.37
71.241000	-39.938	-312.07
71.261000	-40.630	-317.45
71.281000	-40.583	-317.32
71.301000	-40.452	-316.17
71.321000	-40.375	-315.30
71.341000	-39.932	-311.94
71.361000	-39.693	-310.15
71.381000	-39.945	-312.78
71.401000	-39.491	-309.38
71.421000	-41.542	-325.10
71.441000	-40.073	-313.46
71.461000	-40.820	-319.99
71.481000	-40.034	-313.49
71.501000	-40.946	-321.24
71.521000	-39.258	-307.60
71.541000	-38.690	-302.38
71.561000	-40.266	-315.68
71.581000	-40.133	-314.15
71.601000	-39.439	-307.28
71.621000	-38.883	-303.32
71.641000	-39.503	-308.78
71.661000	-39.803	-310.36
71.681000	-38.811	-302.80
71.701000	-39.592	-309.16
71.721000	-39.424	-306.92
71.741000	-38.906	-303.11
71.761000	-38.903	-303.82
71.781000	-38.840	-302.93
71.801000	-39.878	-311.56
71.821000	-39.849	-311.44
71.841000	-38.987	-304.31
71.861000	-40.441	-315.85
71.881000	-38.233	-298.30
71.901000	-39.125	-305.66
71.921000	-38.694	-302.31
71.941000	-38.132	-297.61
71.961000	-39.819	-311.42
71.981000	-38.977	-304.79
72.001000	-39.097	-305.32
72.021000	-38.148	-297.28
72.041000	-39.167	-305.47
72.061000	-38.761	-302.05
72.081000	-37.769	-294.75
72.101000	-37.458	-292.33
72.121000	-37.597	-293.28
72.141000	-36.912	-287.52
72.161000	-37.250	-290.20
72.181000	-37.308	-291.21
72.201000	-37.503	-292.76
72.221000	-39.060	-305.40
72.241000	-37.955	-296.34
72.261000	-37.242	-290.05
72.281000	-39.140	-305.97
72.301000	-41.580	-326.91
72.321000	-43.336	-338.53
72.341000	-44.943	-349.66
72.361000	-45.027	-350.00
72.381000	-45.266	-351.95
72.401000	-44.003	-342.16
72.421000	-43.994	-341.86
72.441000	-44.973	-349.95
72.461000	-45.334	-353.05
72.481000	-46.144	-358.83
72.501000	-45.781	-356.35
72.521000	-46.438	-361.60
72.541000	-45.763	-356.06
72.561000	-45.136	-351.27
72.581000	-44.350	-344.72
72.601000	-43.831	-341.21
72.621000	-45.093	-351.42
72.641000	-45.067	-350.22
72.661000	-46.247	-359.34
72.681000	-45.028	-349.47
72.701000	-44.381	-344.32
72.721000	-45.165	-350.85
72.741000	-45.473	-353.70
72.761000	-44.857	-349.11
72.781000	-45.039	-350.64
72.801000	-46.886	-365.27
72.821000	-46.609	-362.72
72.841000	-45.814	-355.84
72.861000	-45.305	-352.08
72.881000	-44.871	-348.91
72.901000	-44.333	-344.65
72.921000	-45.062	-350.54
72.941000	-45.069	-350.68
72.961000	-44.854	-349.22
72.981000	-45.152	-351.11
73.001000	-45.535	-354.02
73.021000	-45.434	-352.96
73.041000	-46.206	-359.26
73.061000	-45.007	-350.44
73.081000	-44.768	-348.61
73.101000	-44.685	-347.63
73.121000	-45.435	-352.97
73.141000	-47.151	-366.00
73.161000	-46.308	-360.47
73.181000	-45.427	-353.86
73.201000	-44.411	-345.56
73.221000	-44.747	-347.52
73.241000	-45.486	-354.33
73.261000	-44.360	-345.35
73.281000	-44.937	-349.40
73.301000	-45.191	-351.65
73.321000	-43.966	-342.27
73.341000	-44.378	-345.75
73.361000	-45.902	-357.56
73.381000	-44.057	-343.55
73.401000	-46.296	-360.58
73.421000	-44.315	-345.44
73.441000	-45.059	-350.40
73.461000	-45.426	-353.49
73.481000	-45.286	-351.93
73.501000	-45.132	-350.54
73.521000	-45.573	-354.26
73.541000	-46.455	-361.09
73.561000	-44.784	-348.43
73.581000	-45.129	-350.77
73.601000	-44.080	-342.51
73.621000	-45.092	-350.56
73.641000	-45.148	-350.85
73.661000	-45.422	-353.27
73.681000	-44.575	-346.68
73.701000	-45.306	-351.72
73.721000	-45.881	-356.37
73.741000	-45.215	-350.43
73.761000	-45.733	-354.95
73.781000	-45.815	-356.97
73.801000	-44.423	-345.31
73.821000	-44.535	-346.31
73.841000	-44.028	-342.35
73.861000	-44.323	-345.13
73.881000	-43.895	-341.31
73.901000	-45.130	-350.24
73.921000	-45.747	-355.48
73.941000	-45.590	-354.54
73.961000	-44.607	-346.56
73.981000	-45.102	-350.82
74.001000	-44.864	-348.60
74.021000	-44.563	-346.36
74.041000	-46.284	-360.49
74.061000	-45.949	-358.30
74.081000	-44.524	-346.08
74.101000	-44.632	-346.50
74.121000	-44.899	-348.98
74.141000	-43.373	-337.15
74.161000	-43.130	-335.93
74.181000	-41.562	-324.16
74.201000	-42.034	-325.96
74.221000	-41.489	-323.21
74.241000	-41.639	-324.72
74.261000	-41.391	-323.43
74.281000	-39.793	-310.46
74.301000	-39.953	-311.91
74.321000	-38.954	-303.30
74.341000	-40.344	-314.97
74.361000	-41.003	-320.23
74.381000	-42.103	-327.76
74.401000	-41.329	-322.14
74.421000	-40.704	-315.70
74.441000	-41.996	-327.23
74.461000	-41.414	-322.66
74.481000	-40.518	-315.47
74.501000	-40.407	-313.94
74.521000	-40.819	-318.15
74.541000	-41.241	-322.25
74.561000	-40.168	-312.99
74.581000	-40.924	-319.76
74.601000	-40.465	-316.83
74.621000	-39.850	-310.80
74.641000	-40.071	-312.77
74.661000	-40.188	-314.62
74.681000	-39.903	-311.52
74.701000	-40.418	-314.59
74.721000	-40.964	-318.28
74.741000	-41.331	-322.86
74.761000	-41.084	-320.24
74.781000	-39.823	-310.26
74.801000	-39.962	-311.28
74.821000	-40.439	-314.65
74.841000	-40.838	-317.75
74.861000	-40.532	-315.98
74.881000	-40.082	-312.59
74.901000	-41.526	-324.30
74.921000	-40.318	-313.59
74.941000	-39.358	-306.67
74.961000	-40.160	-312.96
74.981000	-40.151	-313.13
75.001000	-38.568	-299.93
75.021000	-38.831	-302.17
75.041000	-39.792	-310.37
75.061000	-39.828	-311.74
75.081000	-40.828	-317.90
75.101000	-40.752	-317.94
75.121000	-39.104	-304.71
75.141000	-40.591	-315.91
75.161000	-38.503	-298.57
75.181000	-38.681	-300.40
75.201000	-39.110	-304.24
75.221000	-40.203	-313.16
75.241000	-39.804	-309.96
75.261000	-39.882	-310.73
75.281000	-38.944	-303.15
75.301000	-38.391	-297.48
75.321000	-38.917	-302.24
75.341000	-39.327	-305.71
75.361000	-38.211	-297.22
75.381000	-39.789	-308.77
75.401000	-38.690	-300.05
75.421000	-39.462	-306.06
75.441000	-39.473	-306.77
75.461000	-40.704	-317.29
75.481000	-39.054	-303.32
75.501000	-39.506	-307.39
75.521000	-39.395	-306.36
75.541000	-38.788	-300.43
75.561000	-38.942	-302.67
75.581000	-38.469	-298.36
75.601000	-38.272	-298.07
75.621000	-39.434	-306.74
75.641000	-39.625	-308.71
75.661000	-37.577	-291.77
75.681000	-39.329	-306.03
75.701000	-38.771	-301.20
75.721000	-38.308	-298.10
75.741000	-39.360	-306.18
75.761000	-38.228	-297.29
75.781000	-38.918	-302.97
75.801000	-38.530	-299.34
75.821000	-38.192	-296.56
75.841000	-38.949	-302.74
75.861000	-38.537	-299.72
75.881000	-37.087	-288.39
75.901000	-37.954	-295.48
75.921000	-40.015	-311.36
75.941000	-38.122	-296.79
75.961000	-37.466	-290.76
75.981000	-37.879	-294.29
76.001000	-38.712	-300.82
76.021000	-38.803	-302.05
76.041000	-38.246	-296.59
76.061000	-38.177	-296.30
76.081000	-38.114	-296.61
76.101000	-38.282	-297.68
76.121000	-38.507	-299.45
76.141000	-37.665	-292.88
76.161000	-36.954	-285.64
76.181000	-38.659	-299.52
76.201000	-36.456	-283.46
76.221000	-37.991	-295.33
76.241000	-37.368	-289.61
76.261000	-38.035	-295.50
76.281000	-38.298	-296.78
76.301000	-37.505	-291.70
76.321000	-37.637	-291.18
76.341000	-38.028	-294.99
76.361000	-37.388	-291.74
76.381000	-37.338	-291.18
76.401000	-37.909	-294.46
76.421000	-39.856	-310.22
76.441000	-41.051	-318.62
76.461000	-42.793	-331.19
76.481000	-42.682	-330.40
76.501000	-43.578	-337.87
76.521000	-43.435	-336.69
76.541000	-42.858	-331.75
76.561000	-44.017	-341.67
76.581000	-44.364	-344.27
76.601000	-43.218	-334.79
76.621000	-43.776	-339.11
76.641000	-42.567	-329.22
76.661000	-42.254	-327.30
76.681000	-42.800	-331.56
76.701000	-42.693	-330.19
76.721000	-42.928	-333.56
76.741000	-44.372	-344.63
76.761000	-43.175	-335.00
76.781000	-43.284	-335.11
76.801000	-43.867	-340.29
76.821000	-44.439	-344.45
76.841000	-43.354	-335.80
76.861000	-41.847	-323.52
76.881000	-44.584	-345.21
76.901000	-43.933	-340.00
76.921000	-42.552	-329.30
76.941000	-43.879	-340.36
76.961000	-42.929	-332.67
76.981000	-43.262	-335.95
77.001000	-43.800	-339.40
77.021000	-42.995	-332.69
77.041000	-43.513	-336.92
77.061000	-43.999	-340.94
77.081000	-42.758	-330.77
77.101000	-44.378	-343.42
77.121000	-43.462	-336.59
77.141000	-43.367	-335.36
77.161000	-42.424	-328.65
77.181000	-44.161	-342.08
77.201000	-43.580	-337.83
77.221000	-43.953	-341.12
77.241000	-43.914	-340.72
77.261000	-44.144	-341.52
77.281000	-44.906	-348.43
77.301000	-44.297	-343.31
77.321000	-41.803	-324.44
77.341000	-43.059	-333.56
77.361000	-43.833	-339.97
77.381000	-43.430	-336.39
77.401000	-44.341	-344.01
77.421000	-44.172	-342.42
77.441000	-42.886	-332.87
77.461000	-43.113	-334.16
77.481000	-42.601	-330.15
77.501000	-42.638	-330.72
77.521000	-42.699	-330.58
77.541000	-43.203	-335.11
77.561000	-43.373	-335.55
77.581000	-44.574	-345.32
77.601000	-44.059	-341.31
77.621000	-43.389	-334.13
77.641000	-42.359	-327.76
77.661000	-41.856	-323.69
77.681000	-42.504	-329.06
77.701000	-42.522	-329.61
77.721000	-44.586	-345.96
77.741000	-42.890	-331.81
77.761000	-42.221	-328.01
77.781000	-40.582	-314.35
77.801000	-40.894	-316.30
77.821000	-41.218	-319.18
77.841000	-41.011	-316.66
77.861000	-39.869	-308.56
77.881000	-41.023	-318.48
77.901000	-40.353	-313.81
77.921000	-40.365	-314.24
77.941000	-41.374	-322.03
77.961000	-39.331	-305.78
77.981000	-40.056	-311.47
78.001000	-39.590	-307.64
78.021000	-39.587	-308.28
78.041000	-40.389	-313.71
78.061000	-40.612	-314.98
78.081000	-40.662	-316.03
78.101000	-41.211	-320.33
78.121000	-41.012	-318.68
78.141000	-40.505	-313.40
78.161000	-40.893	-317.13
78.181000	-42.192	-326.65
78.201000	-41.968	-325.37
78.221000	-41.725	-323.18
78.241000	-41.920	-324.58
78.261000	-41.278	-319.62
78.281000	-41.324	-320.00
78.301000	-41.341	-319.55
78.321000	-42.041	-325.69
78.341000	-42.401	-328.44
78.361000	-41.914	-325.39
78.381000	-39.771	-307.32
78.401000	-42.554	-330.90
78.421000	-40.178	-312.52
78.441000	-39.824	-309.07
78.461000	-40.253	-312.55
78.481000	-40.351	-313.38
78.501000	-38.758	-299.87
78.521000	-41.232	-320.07
78.541000	-41.616	-322.41
78.561000	-41.085	-317.85
78.581000	-41.130	-318.20
78.601000	-41.443	-321.43
78.621000	-41.029	-317.73
78.641000	-41.238	-319.23
78.661000	-40.689	-314.79
78.681000	-41.671	-321.92
78.701000	-40.319	-310.34
78.721000	-41.056	-317.95
78.741000	-39.966	-307.12
78.761000	-40.234	-311.35
78.781000	-40.447	-311.29
78.801000	-39.502	-304.00
78.821000	-40.202	-309.20
78.841000	-39.304	-304.71
78.861000	-39.672	-306.96
78.881000	-39.670	-307.61
78.901000	-39.488	-304.45
78.921000	-39.116	-301.86
78.941000	-39.416	-306.39
78.961000	-39.585	-308.28
78.981000	-38.694	-300.21
79.001000	-38.971	-302.87
79.021000	-39.138	-303.92
79.041000	-39.227	-304.00
79.061000	-40.720	-315.67
79.081000	-38.718	-300.58
79.101000	-39.615	-308.35
79.121000	-39.493	-306.71
79.141000	-38.488	-298.48
79.161000	-38.728	-301.07
79.181000	-38.842	-301.14
79.201000	-39.556	-307.00
79.221000	-38.376	-298.38
79.241000	-40.195	-312.75
79.261000	-40.041	-310.34
79.281000	-40.674	-314.48
79.301000	-41.333	-319.71
79.321000	-42.135	-326.24
79.341000	-41.412	-320.43
79.361000	-41.336	-320.95
79.381000	-41.150	-319.24
79.401000	-41.469	-321.50
79.421000	-40.985	-317.28
79.441000	-40.931	-317.66
79.461000	-40.099	-310.52
79.481000	-40.463	-312.91
79.501000	-40.934	-316.71
79.521000	-40.355	-312.22
79.541000	-40.337	-312.35
79.561000	-40.032	-309.97
79.581000	-41.965	-325.07
79.601000	-42.052	-326.23
79.621000	-39.892	-309.02
79.641000	-39.559	-306.15
79.661000	-40.055	-309.64
79.681000	-41.163	-317.84
79.701000	-39.800	-307.47
79.721000	-40.885	-316.35
79.741000	-40.821	-315.23
79.761000	-40.633	-314.41
79.781000	-39.654	-306.03
79.801000	-40.847	-316.75
79.821000	-40.115	-310.85
79.841000	-41.017	-317.77
79.861000	-40.569	-313.91
79.881000	-39.786	-307.87
79.901000	-39.233	-303.99
79.921000	-38.170	-294.73
79.941000	-39.878	-308.85
79.961000	-39.332	-304.34
79.981000	-39.060	-302.38
80.001000	-39.863	-308.40
80.021000	-39.592	-306.44
80.041000	-39.406	-305.24
80.061000	-40.079	-310.36
80.081000	-38.770	-299.63
80.101000	-39.399	-304.60
80.121000	-39.141	-302.87
80.141000	-40.485	-313.33
80.161000	-40.784	-315.73
80.181000	-40.620	-315.24
80.201000	-41.090	-318.30
80.221000	-38.928	-301.19
80.241000	-40.380	-311.93
80.261000	-41.089	-318.61
80.281000	-40.925	-316.24
80.301000	-41.191	-318.08
80.321000	-39.427	-305.00
80.341000	-39.006	-301.53
80.361000	-41.161	-319.35
80.381000	-40.219	-311.12
80.401000	-39.791	-308.63
80.421000	-39.138	-302.43
80.441000	-40.062	-309.89
80.461000	-39.551	-306.45
80.481000	-40.284	-312.33
80.501000	-39.781	-307.63
80.521000	-40.447	-312.97
80.541000	-38.756	-298.92
80.561000	-40.004	-309.86
80.581000	-38.635	-298.68
80.601000	-38.548	-297.80
80.621000	-38.468	-297.56
80.641000	-39.221	-304.29
80.661000	-39.151	-302.74
80.681000	-38.940	-301.70
80.701000	-40.968	-317.11
80.721000	-38.276	-296.32
80.741000	-39.273	-304.12
80.761000	-39.214	-303.65
80.781000	-40.139	-310.83
80.801000	-38.927	-301.16
80.821000	-39.025	-302.23
80.841000	-38.828	-299.86
80.861000	-40.086	-310.01
80.881000	-40.181	-310.87
80.901000	-38.264	-296.29
80.921000	-39.293	-303.25
80.941000	-38.421	-297.61
80.961000	-38.747	-299.96
80.981000	-38.003	-294.35
81.001000	-40.035	-310.93
81.021000	-37.483	-289.54
81.041000	-38.620	-299.05
81.061000	-37.891	-293.61
81.081000	-39.362	-304.15
81.101000	-37.970	-293.97
81.121000	-37.890	-292.87
81.141000	-37.722	-291.18
81.161000	-38.097	-294.05
81.181000	-38.946	-301.34
81.201000	-39.925	-308.97
81.221000	-38.340	-296.16
81.241000	-38.681	-299.80
81.261000	-37.223	-287.60
81.281000	-39.044	-302.11
81.301000	-38.189	-296.35
81.321000	-38.034	-295.00
81.341000	-39.163	-302.57
81.361000	-38.568	-299.00
81.381000	-37.711	-291.71
81.401000	-38.070	-294.08
81.421000	-38.195	-294.69
81.441000	-39.263	-303.45
81.461000	-38.604	-299.05
81.481000	-39.246	-303.69
81.501000	-39.381	-304.49
81.521000	-38.008	-294.95
81.541000	-38.212	-294.88
81.561000	-39.478	-305.90
81.581000	-37.368	-288.71
81.601000	-38.705	-298.69
81.621000	-37.809	-290.13
81.641000	-37.566	-291.90
81.661000	-38.567	-299.07
81.681000	-38.226	-296.83
81.701000	-39.198	-304.38
81.721000	-37.953	-294.27
81.741000	-38.144	-296.61
81.761000	-39.175	-304.21
81.781000	-36.885	-285.59
81.801000	-37.718	-292.31
81.821000	-38.650	-299.84
81.841000	-37.627	-291.12
81.861000	-39.072	-303.09
81.881000	-38.355	-296.35
81.901000	-39.721	-308.47
81.921000	-38.300	-297.51
81.941000	-38.586	-298.99
81.961000	-39.166	-303.71
81.981000	-37.627	-291.06
82.001000	-38.013	-293.85
82.021000	-37.896	-293.18
82.041000	-37.728	-292.17
82.061000	-39.434	-305.88
82.081000	-37.944	-293.68
82.101000	-38.730	-299.56
82.121000	-38.712	-301.37
82.141000	-38.246	-296.60
82.161000	-39.136	-303.59
82.181000	-37.265	-288.24
82.201000	-37.202	-287.52
82.221000	-37.702	-292.61
82.241000	-39.178	-304.49
82.261000	-37.704	-292.66
82.281000	-37.530	-290.29
82.301000	-37.451	-289.19
82.321000	-37.045	-285.88
82.341000	-38.387	-296.54
82.361000	-37.520	-290.24
82.381000	-38.337	-296.49
82.401000	-38.158	-295.17
82.421000	-38.319	-296.13
82.441000	-37.880	-293.72
